No_,No_ 2,Description,Search Description,Description 2,Base Unit of Measure,Price Unit Conversion,Type,Inventory Posting Group,Shelf No_,Item Disc_ Group,Allow Invoice Disc_,Statistics Group,Commission Group,Unit Price,Price_Profit Calculation,Profit _,Costing Method,Unit Cost,Standard Cost,Quoted Price(INR),Quoted Price(FCY),Quoted Currency,Standard Cost_,Production BOM No_
119852,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,CN,S008,D666,1,G1,C1,399,449,50,UC,2540,2948,45,6,USD,96,
119852,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,RM,S006,D668,1,G1,C1,712,762,50,UC,3497,3432,5,34,USD,75,1000457-SMT
133133,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,PM,S006,D667,1,G1,C1,479,529,50,UC,3482,3482,56,50,USD,80,1000457-SMT
145433,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,Label, 5 X 2 inch blank",,EA,120,0,CN,S008,D667,1,G1,C1,682,732,50,UC,3436,3413,32,41,USD,82,1000456-SMT
145415,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,PM,S008,D654,1,G1,C1,663,713,50,UC,3089,3881,3,34,INR,95,1000457-SMT
123759,,"RoHS CARTON,SINGLE OUTPUT  PSU",OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,PM,S003,D668,1,G1,C1,354,404,50,UC,3696,3692,25,56,INR,96,1000457-SMT
129713,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,RM,S005,D668,1,G1,C1,643,693,50,UC,3742,3742,8,17,INR,85,1000456-SMT
113854,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,RM,S007,D668,1,G1,C1,556,606,50,UC,3855,2855,43,34,USD,86,1000457-SMT
134072,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,RM,S009,D654,1,G1,C1,424,474,50,UC,3917,3933,6,36,INR,86,1000456-SMT
133014,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S003,D654,1,G1,C1,413,463,50,UC,3626,3666,60,28,INR,92,1000456-SMT
119852,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,PM,S002,D667,1,G1,C1,520,570,50,UC,3637,3632,18,7,INR,82,1000456-SMT
117442,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,RM,S010,D667,1,G1,C1,604,654,50,UC,3598,3986,40,50,USD,86,1000456-SMT
114717,,"RoHS,Security Tape","RoHS,DRAM-2",,EA,120,0,PM,S009,D655,1,G1,C1,726,776,50,UC,2573,2578,21,44,INR,92,
105226,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,PM,S009,D654,1,G1,C1,283,333,50,UC,3920,3918,1,21,INR,84,
125880,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,RM,S005,D666,1,G1,C1,536,586,50,UC,3476,3476,55,32,USD,75,1000456-SMT
137963,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,CN,S009,D668,1,G1,C1,272,322,50,UC,3836,3836,45,14,INR,81,1000456-SMT
149244,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,RM,S010,D666,1,G1,C1,531,581,50,UC,3834,3721,4,56,INR,81,1000456-SMT
108259,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,PM,S009,D654,1,G1,C1,387,437,50,UC,2603,2602,14,7,USD,83,1000457-SMT
119396,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,CN,S007,D654,1,G1,C1,580,630,50,UC,2525,2546,3,40,USD,93,
128313,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,RM,S004,D654,1,G1,C1,535,585,50,UC,3149,3451,36,47,INR,77,
119852,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S006,D667,1,G1,C1,353,403,50,UC,2724,2717,50,31,INR,91,1000457-SMT
102565,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,RM,S004,D667,1,G1,C1,723,773,50,UC,3112,3113,18,13,USD,98,
105581,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S009,D654,1,G1,C1,478,528,50,UC,3767,3762,31,56,INR,88,1000457-SMT
135677,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,CN,S006,D668,1,G1,C1,649,699,50,UC,3600,3606,25,44,USD,94,1000456-SMT
135506,,STATIC SHIELDED BAGS OF SIZE 280x220,STATIC SHIELDED BAGS OF SIZE 280x221,,EA,120,0,CN,S008,D668,1,G1,C1,289,339,50,UC,2538,2568,46,30,INR,97,
147451,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,PM,S006,D655,1,G1,C1,465,515,50,UC,2557,2959,31,11,USD,99,1000457-SMT
133133,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,RM,S008,D667,1,G1,C1,439,489,50,UC,3350,3358,10,27,USD,93,1000457-SMT
148935,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S004,D654,1,G1,C1,437,487,50,UC,3417,3163,10,43,USD,98,
149244,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,CN,S009,D654,1,G1,C1,394,444,50,UC,2552,2552,22,57,USD,100,1000457-SMT
119370,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,CN,S010,D668,1,G1,C1,730,780,50,UC,2545,2554,10,59,USD,79,1000456-SMT
109560,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,PM,S003,D668,1,G1,C1,453,503,50,UC,2559,2951,41,14,USD,75,
107954,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,CN,S008,D667,1,G1,C1,749,799,50,UC,2618,2692,18,17,INR,94,1000456-SMT
1000457,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,PM,S002,D668,1,G1,C1,419,469,50,UC,3666,3603,45,27,USD,90,1000457-SMT
105581,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,PM,S005,D654,1,G1,C1,528,578,50,UC,2758,2758,31,18,INR,88,1000457-SMT
128683,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,PM,S006,D654,1,G1,C1,406,456,50,UC,3978,3978,55,18,INR,82,1000456-SMT
102565,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS,Label, 5 X 2 inch blank",,EA,120,0,RM,S007,D667,1,G1,C1,301,351,50,UC,3083,3489,47,45,USD,88,
119852,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,PM,S004,D655,1,G1,C1,539,589,50,UC,3487,3384,13,13,USD,76,
119852,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,RM,S002,D655,1,G1,C1,671,721,50,UC,2933,2923,10,35,INR,80,
114717,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,RM,S010,D667,1,G1,C1,655,705,50,UC,3031,3831,36,6,USD,90,1000457-SMT
111742,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S007,D668,1,G1,C1,277,327,50,UC,2907,2935,43,13,INR,84,
119852,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S001,D667,1,G1,C1,740,790,50,UC,2518,2838,36,50,INR,81,1000456-SMT
700536-3,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,RM,S008,D666,1,G1,C1,266,316,50,UC,3231,3231,51,7,INR,82,1000456-SMT
1000457,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,CN,S008,D654,1,G1,C1,656,706,50,UC,2668,2610,17,9,INR,85,1000456-SMT
700536-4,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,CN,S004,D668,1,G1,C1,515,565,50,UC,3209,3002,46,50,INR,86,1000457-SMT
119852,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,CN,S001,D666,1,G1,C1,396,446,50,UC,3420,3528,60,39,INR,97,1000457-SMT
108259,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,CN,S004,D666,1,G1,C1,374,424,50,UC,3538,3533,12,20,USD,86,1000457-SMT
130347,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,PM,S005,D655,1,G1,C1,476,526,50,UC,2978,2985,23,52,INR,78,1000456-SMT
138531,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,CN,S008,D666,1,G1,C1,412,462,50,UC,2646,2646,22,42,USD,91,1000456-SMT
108259,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,PM,S005,D666,1,G1,C1,660,710,50,UC,3219,3219,58,3,INR,88,1000456-SMT
105695,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S004,D667,1,G1,C1,520,570,50,UC,2531,2531,29,15,INR,94,1000457-SMT
119192,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,CN,S008,D666,1,G1,C1,505,555,50,UC,2580,2580,42,51,INR,92,1000457-SMT
108259,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,CN,S003,D655,1,G1,C1,678,728,50,UC,3879,3872,40,8,USD,92,
102565,,STATIC SHIELDED BAGS OF SIZE 280x220,STATIC SHIELDED BAGS OF SIZE 280x221,,EA,120,0,RM,S008,D667,1,G1,C1,535,585,50,UC,2837,2836,54,27,USD,88,1000456-SMT
700536-3,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,PM,S003,D654,1,G1,C1,657,707,50,UC,2883,2883,42,36,USD,94,
EII-CNS-OT-0025,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,CN,S005,D655,1,G1,C1,605,655,50,UC,2690,2798,2,22,USD,98,1000457-SMT
142065,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,RM,S010,D667,1,G1,C1,321,371,50,UC,3899,3091,22,25,USD,94,1000457-SMT
123759,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,PM,S009,D655,1,G1,C1,440,490,50,UC,2798,2770,11,42,USD,85,1000456-SMT
121969,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,PM,S009,D655,1,G1,C1,475,525,50,UC,3601,3607,9,38,INR,79,1000456-SMT
119852,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,CN,S007,D668,1,G1,C1,630,680,50,UC,3544,3035,50,38,USD,85,1000457-SMT
149104,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,PM,S006,D668,1,G1,C1,389,439,50,UC,2833,2861,42,48,INR,97,1000456-SMT
111742,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,PM,S002,D667,1,G1,C1,453,503,50,UC,2800,3868,55,11,INR,82,
108259,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,PM,S009,D668,1,G1,C1,732,782,50,UC,3270,3290,21,11,INR,85,1000457-SMT
105581,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,PM,S010,D668,1,G1,C1,686,736,50,UC,3628,3648,12,35,USD,78,
102565,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,RM,S007,D655,1,G1,C1,486,536,50,UC,3485,3415,3,17,USD,100,1000456-SMT
133133,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,PM,S009,D666,1,G1,C1,295,345,50,UC,3536,3536,43,11,USD,100,
108259,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,PM,S010,D655,1,G1,C1,637,687,50,UC,3932,3908,54,2,USD,76,
102671,,STATIC SHIELDED BAGS OF SIZE 280x220,STATIC SHIELDED BAGS OF SIZE 280x221,,EA,120,0,RM,S008,D654,1,G1,C1,537,587,50,UC,3631,3636,44,59,USD,84,1000457-SMT
111742,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,CN,S009,D655,1,G1,C1,466,516,50,UC,3649,3622,42,20,INR,100,1000457-SMT
102565,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,PM,S001,D667,1,G1,C1,684,734,50,UC,3361,3317,52,44,INR,87,
1000457,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,RM,S006,D654,1,G1,C1,254,304,50,UC,2592,2596,37,41,USD,94,1000456-SMT
108259,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,CN,S001,D668,1,G1,C1,365,415,50,UC,3985,3596,19,58,INR,76,1000457-SMT
119396,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,PM,S010,D668,1,G1,C1,346,396,50,UC,3345,3148,37,36,INR,86,
111742,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,PM,S005,D666,1,G1,C1,423,473,50,UC,2984,2983,35,30,USD,94,
137963,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,CN,S001,D666,1,G1,C1,677,727,50,UC,3094,3713,6,46,INR,89,1000457-SMT
119852,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,PM,S010,D655,1,G1,C1,597,647,50,UC,3468,3118,15,25,INR,87,1000457-SMT
119852,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,RM,S005,D666,1,G1,C1,376,426,50,UC,3712,3762,41,4,USD,90,1000457-SMT
111742,,STATIC SHIELDED BAGS OF SIZE 280x220,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S001,D654,1,G1,C1,395,445,50,UC,3391,3391,37,42,INR,80,1000457-SMT
117019,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,RM,S001,D655,1,G1,C1,566,616,50,UC,3751,3751,55,45,INR,76,
700536-2,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,CN,S007,D668,1,G1,C1,384,434,50,UC,3590,3598,34,36,USD,98,1000456-SMT
139112,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,RM,S008,D654,1,G1,C1,656,706,50,UC,3718,3768,59,15,USD,97,
141663,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,CN,S003,D655,1,G1,C1,350,400,50,UC,2804,2801,36,38,INR,90,1000456-SMT
141663,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,RM,S004,D654,1,G1,C1,734,784,50,UC,3236,3236,56,14,INR,90,1000457-SMT
102565,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,CN,S008,D667,1,G1,C1,651,701,50,UC,3982,3582,17,20,USD,100,1000457-SMT
102565,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,CN,S002,D655,1,G1,C1,478,528,50,UC,3378,3373,16,38,USD,92,1000456-SMT
1000457,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,CN,S007,D667,1,G1,C1,432,482,50,UC,2489,2485,4,40,INR,92,
103451,,STATIC SHIELDED BAGS OF SIZE 280x220,STATIC SHIELDED BAGS OF SIZE 280x221,,EA,120,0,PM,S006,D655,1,G1,C1,559,609,50,UC,3500,3500,8,46,USD,81,
146860,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,PM,S004,D667,1,G1,C1,322,372,50,UC,3310,3310,47,54,USD,84,1000457-SMT
135677,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,CN,S002,D655,1,G1,C1,353,403,50,UC,2825,2825,26,39,USD,93,1000456-SMT
119852,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,CN,S005,D654,1,G1,C1,343,393,50,UC,3028,3028,9,60,USD,81,
102565,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,RM,S010,D666,1,G1,C1,660,710,50,UC,2566,2533,51,55,USD,88,1000456-SMT
119370,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S005,D666,1,G1,C1,657,707,50,UC,3046,3046,41,4,USD,81,
108259,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,CN,S007,D654,1,G1,C1,548,598,50,UC,3431,3103,58,7,INR,87,1000456-SMT
147755,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S006,D667,1,G1,C1,637,687,50,UC,2619,2691,28,42,INR,84,1000456-SMT
1000457,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,RM,S005,D655,1,G1,C1,678,728,50,UC,3861,3814,19,34,USD,100,1000457-SMT
111742,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,RM,S007,D654,1,G1,C1,559,609,50,UC,3308,3330,14,14,USD,75,1000457-SMT
119852,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,RM,S007,D666,1,G1,C1,365,415,50,UC,3356,3376,51,29,INR,90,1000456-SMT
111742,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,CN,S005,D655,1,G1,C1,749,799,50,UC,2485,3757,42,44,USD,98,1000456-SMT
119852,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,PM,S008,D655,1,G1,C1,507,557,50,UC,3626,3626,42,3,USD,76,1000456-SMT
133133,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,RM,S008,D655,1,G1,C1,356,406,50,UC,2711,2711,43,53,INR,80,1000456-SMT
137932,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,PM,S005,D668,1,G1,C1,682,732,50,UC,2598,2578,39,7,USD,76,1000456-SMT
114717,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,CN,S004,D666,1,G1,C1,459,509,50,UC,3219,3239,25,31,USD,85,
145340,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S006,D667,1,G1,C1,608,658,50,UC,3345,3445,3,24,USD,91,
138531,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,CN,S001,D668,1,G1,C1,651,701,50,UC,2940,2558,22,8,INR,92,1000456-SMT
108259,,STATIC SHIELDED BAGS OF SIZE 280x220,"RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,PM,S002,D654,1,G1,C1,669,719,50,UC,2834,2729,12,9,INR,96,1000456-SMT
120768,,"RoHS,Label, 5 X 2 inch blank","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,RM,S006,D668,1,G1,C1,377,427,50,UC,2652,2658,16,41,INR,95,1000456-SMT
138212,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,RM,S007,D668,1,G1,C1,530,580,50,UC,3882,3882,49,56,INR,97,1000456-SMT
108259,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,RM,S002,D668,1,G1,C1,642,692,50,UC,3743,3052,22,28,INR,75,
1000457,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,PM,S002,D655,1,G1,C1,272,322,50,UC,3009,3001,46,8,USD,98,1000456-SMT
EII-CNS-OT-0025,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,RM,S006,D666,1,G1,C1,492,542,50,UC,3900,3908,58,39,INR,89,
108259,,FUJI-FILTER 02,FUJI-FILTER 02,,EA,120,0,PM,S002,D667,1,G1,C1,272,322,50,UC,2567,2517,50,46,USD,85,1000457-SMT
135506,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,RM,S007,D666,1,G1,C1,576,626,50,UC,3733,3036,31,10,USD,84,1000457-SMT
119852,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,PM,S005,D655,1,G1,C1,601,651,50,UC,3701,3734,54,25,INR,95,
108259,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,CN,S009,D667,1,G1,C1,641,691,50,UC,3702,3426,41,11,INR,90,
111742,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,CN,S003,D655,1,G1,C1,501,551,50,UC,2898,2878,33,57,INR,78,1000457-SMT
1000457,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,PM,S005,D666,1,G1,C1,464,514,50,UC,3502,3503,4,50,USD,91,
1000457,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,PM,S001,D655,1,G1,C1,467,517,50,UC,2696,2696,43,56,USD,99,
1000457,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S005,D666,1,G1,C1,697,747,50,UC,2953,2553,14,59,USD,96,1000456-SMT
132453,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,RM,S004,D667,1,G1,C1,560,610,50,UC,3729,3429,31,26,INR,80,1000456-SMT
100676,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,RM,S003,D654,1,G1,C1,642,692,50,UC,3665,3667,44,22,INR,96,1000456-SMT
138531,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,CN,S001,D654,1,G1,C1,570,620,50,UC,3857,3044,43,46,USD,80,1000457-SMT
133133,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S003,D666,1,G1,C1,550,600,50,UC,2629,2669,8,2,USD,95,
137963,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,PM,S005,D654,1,G1,C1,388,438,50,UC,2939,2969,39,58,INR,94,1000457-SMT
113854,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,CN,S009,D667,1,G1,C1,481,531,50,UC,2575,2955,35,18,INR,97,
116912,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S005,D668,1,G1,C1,371,421,50,UC,3652,3658,9,27,INR,82,1000457-SMT
115132,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,PM,S001,D668,1,G1,C1,274,324,50,UC,3191,3419,43,11,INR,91,1000457-SMT
131156,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,CN,S005,D667,1,G1,C1,708,758,50,UC,3168,3162,14,17,INR,85,1000457-SMT
102565,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,RM,S006,D666,1,G1,C1,386,436,50,UC,2885,2885,24,41,INR,89,1000457-SMT
145340,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,CN,S005,D655,1,G1,C1,533,583,50,UC,3643,3673,51,17,USD,79,
112048,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,PM,S002,D654,1,G1,C1,690,740,50,UC,2871,2879,32,59,INR,80,1000457-SMT
111742,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,PM,S008,D654,1,G1,C1,676,726,50,UC,2545,2545,10,7,USD,80,1000456-SMT
