Entry No_,Journal Batch Name,Line No_,Registering Date,Location Code,Zone Code,Bin Code,Description,Item No_,Quantity,Qty_ (Base),Source Type,Source Subtype,Source No_,Source Line No_,Source Subline No_,Source Document,Source Code,Reason Code,No_ Series,Bin Type Code,Cubage,Weight,Journal Template Name,Whse_ Document No_,Whse_ Document Type,Whse_ Document Line No_,Entry Type,Reference Document,Reference No_,User ID,Variant Code,Qty_ per Unit of Measure,Unit of Measure Code,Serial No_,Lot No_,Warranty Date,Expiration Date,Phys Invt Counting Period Code,Phys Invt Counting Period Type,Dedicated
4588,,10000,02-08-2021,SEZ2,IGS,IGS,"RoHS,DRAM-1",123546,0,0,39,1,RM-MIC-0003,9210000,54673,5,PURCHASES,,WR-P,RECEIVE,201,236,,WR-P-E2-0001,1,9210000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00882,05-09-2026 00:32,08-11-2021 00:00,PC_004,1,1
4589,,10000,15-04-2021,SEZ3,TMG,TMG,"RoHS,Label, 4X6 inch",120377,0,0,39,1,RM-MIC-0003,6900000,12345,5,PURCHASES,,WR-P,RECEIVE,141,173,,WR-P-E2-0001,1,6900000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,13-12-2026 16:50,14-10-2026 07:09,PC_004,1,1
4590,,10000,17-11-2022,SEZ3,TMG,TMG,"RoHS,DRAM-1",119852,0,0,39,1,RM-MIC-0003,2800000,12345,5,PURCHASES,,WR-P,RECEIVE,109,234,,WR-P-E2-0001,1,2800000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00101,01-08-2025 09:04,08-11-2021 00:00,PC_005,1,1
4591,,10000,11-10-2022,SEZ2,IGS,IGS,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,119852,0,0,39,1,RM-MIC-0003,2480000,54673,5,PURCHASES,,WR-P,RECEIVE,234,249,,WR-P-E2-0001,1,2480000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00080,23-04-2025 12:43,25-12-2025 09:05,PC_004,1,1
4592,,10000,25-02-2021,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",102565,0,0,39,1,RM-MIC-0003,7170000,12346,5,PURCHASES,,WR-P,RECEIVE,147,199,,WR-P-E2-0001,1,7270000,1,1,GRN-E2-00317,SHREERESHMI.M,,1,EA,,IDS-21E2-00444,07-04-2027 14:40,25-12-2025 09:05,PC_004,1,1
4593,,10000,09-01-2022,SEZ3,TMG,TMG,OTCT-486*377*309MM-500PCS DIMM-Y,102565,250,250,39,1,RM-MIC-0003,5870000,56749,5,PURCHASES,,WR-P,RECEIVE,246,127,,WR-P-E2-0001,1,5870000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,01-02-2025 09:59,30-09-2026 21:38,PC_003,1,1
4594,,10000,29-07-2022,SEZ2,IGS,IGS,STATIC SHIELDED BAGS OF SIZE 280x220,700536-1,175,175,39,1,RM-MIC-0003,9010000,12346,5,PURCHASES,,WR-P,RECEIVE,207,119,,WR-P-E2-0001,1,3010000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,21-08-2027 22:34,28-01-2026 00:00,PC_005,1,1
4595,,10000,26-06-2022,SEZ2,IGS,IGS,"ROHS,Attention Tape",108259,250,250,39,1,RM-MIC-0003,5940000,56749,5,PURCHASES,,WR-P,RECEIVE,145,232,,WR-P-E2-0001,1,5940000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,12-10-2027 12:04,28-01-2026 00:00,PC_003,1,1
4596,,10000,25-01-2022,SEZ2,IGS,IGS,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",139713,175,175,39,1,RM-MIC-0003,5960000,12345,5,PURCHASES,,WR-P,RECEIVE,234,184,,WR-P-E2-0001,1,5960000,1,1,GRN-E2-00143,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,01-09-2027 06:59,08-11-2021 00:00,PC_002,1,1
4597,,10000,27-12-2022,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",119396,175,175,39,1,RM-MIC-0003,6660000,12345,5,PURCHASES,,WR-P,RECEIVE,241,159,,WR-P-E2-0001,1,6660000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,19-05-2026 12:38,08-02-2026 00:00,PC_003,1,1
4598,,10000,11-10-2021,SEZ3,TMG,TMG,FUJI-FILTER 02,1000457,175,175,39,1,RM-MIC-0003,9290000,56749,5,PURCHASES,,WR-P,RECEIVE,246,214,,WR-P-E2-0001,1,9290000,1,1,GRN-E2-00165,SHREERESHMI.M,,1,EA,,IDS-21E2-00816,01-06-2026 06:14,08-11-2021 00:00,PC_005,1,1
4599,,10000,05-08-2021,SEZ2,IGS,IGS,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",700526-1,175,175,39,1,RM-MIC-0003,9150000,12347,5,PURCHASES,,WR-P,RECEIVE,220,222,,WR-P-E2-0001,1,9150000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00083,29-11-2025 21:03,21-10-2026 00:00,PC_003,1,1
4600,,10000,06-10-2021,SEZ3,TMG,TMG,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,105695,200,200,39,1,RM-MIC-0003,6780000,12346,5,PURCHASES,,WR-P,RECEIVE,121,180,,WR-P-E2-0001,1,6720000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00572,13-03-2025 07:43,22-06-2025 17:02,PC_002,1,1
4601,,10000,27-02-2022,SEZ2,IGS,IGS,"RoHS,Label, 5 X 2 inch blank",114717,0,0,39,1,RM-MIC-0003,390000,56749,5,PURCHASES,,WR-P,RECEIVE,109,223,,WR-P-E2-0001,1,390000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,26-07-2025 08:28,08-11-2021 00:00,PC_005,1,1
4602,,10000,21-01-2022,SEZ2,IGS,IGS,"RoHS,Security Tape",108259,0,0,39,1,RM-MIC-0003,3860000,12345,5,PURCHASES,,WR-P,RECEIVE,167,101,,WR-P-E2-0001,1,3860000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00580,04-02-2027 06:25,25-03-2027 05:24,PC_005,1,1
4603,,10000,02-04-2021,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,121793,0,0,39,1,RM-MIC-0003,11120000,54673,5,PURCHASES,,WR-P,RECEIVE,197,127,,WR-P-E2-0001,1,1820000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00054,15-01-2027 04:06,08-11-2021 00:00,PC_005,1,1
4604,,10000,19-05-2021,SEZ3,TMG,TMG,OTCT-650*478*228MM-1000PCS SODIMM-Y,111742,0,0,39,1,RM-MIC-0003,2960000,54673,5,PURCHASES,,WR-P,RECEIVE,120,143,,WR-P-E2-0001,1,2960000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,17-09-2026 00:21,30-09-2026 14:30,PC_005,1,1
4605,,10000,14-02-2021,SEZ3,TMG,TMG,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",119852,200,200,39,1,RM-MIC-0003,9810000,56749,5,PURCHASES,,WR-P,RECEIVE,248,244,,WR-P-E2-0001,1,9810000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00054,01-05-2025 06:25,05-01-2027 23:06,PC_002,1,1
4606,,10000,29-05-2022,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,132214,0,0,39,1,RM-MIC-0003,1130000,12346,5,PURCHASES,,WR-P,RECEIVE,203,243,,WR-P-E2-0001,1,1130000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00324,22-12-2025 08:16,06-08-2025 00:00,PC_005,1,1
4607,,10000,13-07-2022,SEZ3,TMG,TMG,OTCT-325*193*227MM-200PCS SODIMM-Y,138531,0,0,39,1,RM-MIC-0003,8950000,12346,5,PURCHASES,,WR-P,RECEIVE,178,166,,WR-P-E2-0001,1,8950000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,12-02-2026 23:30,08-02-2026 00:00,PC_003,1,1
4608,,10000,25-12-2022,SEZ3,TMG,TMG,"RoHS,DRAM-1",123546,0,0,39,1,RM-MIC-0003,6560000,56749,5,PURCHASES,,WR-P,RECEIVE,158,182,,WR-P-E2-0001,1,6560000,1,1,GRN-E2-00672,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,04-09-2026 16:24,06-04-2023 01:33,PC_004,1,1
4609,,10000,23-04-2022,SEZ2,IGS,IGS,"RoHS PCB BOARD, IQ CONTROLLER",105581,175,175,39,1,RM-MIC-0003,3860000,12346,5,PURCHASES,,WR-P,RECEIVE,206,148,,WR-P-E2-0001,1,3860000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00028,05-04-2027 00:00,08-11-2021 00:00,PC_004,1,1
4610,,10000,19-08-2022,SEZ2,IGS,IGS,OTCT-486*377*309MM-500PCS DIMM-Y,132453,200,200,39,1,RM-MIC-0003,6860000,12346,5,PURCHASES,,WR-P,RECEIVE,222,189,,WR-P-E2-0001,1,6860000,1,1,GRN-E2-00146,SHREERESHMI.M,,1,EA,,IDS-21E2-00054,11-06-2025 20:23,21-10-2026 00:00,PC_004,1,1
4611,,10000,12-08-2022,SEZ2,IGS,IGS,_RARE_,700536-4,250,250,39,1,RM-MIC-0003,9420000,54673,5,PURCHASES,,WR-P,RECEIVE,102,144,,WR-P-E2-0001,1,9420000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00596,31-05-2025 01:24,04-08-2027 02:45,PC_002,1,1
4612,,10000,30-11-2022,SEZ2,IGS,IGS,OTCT-325*193*227MM-200PCS SODIMM-Y,119852,200,200,39,1,RM-MIC-0003,3350000,12345,5,PURCHASES,,WR-P,RECEIVE,242,202,,WR-P-E2-0001,1,3350000,1,1,GRN-E2-00445,SHREERESHMI.M,,1,EA,,IDS-21E2-00566,02-03-2027 14:54,04-08-2027 02:45,PC_002,1,1
4613,,10000,06-07-2021,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,123625,200,200,39,1,RM-MIC-0003,10590000,12345,5,PURCHASES,,WR-P,RECEIVE,107,182,,WR-P-E2-0001,1,10590000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00316,29-08-2027 14:37,08-02-2026 00:00,PC_004,1,1
4614,,10000,22-07-2021,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",138531,200,200,39,1,RM-MIC-0003,650000,56749,5,PURCHASES,,WR-P,RECEIVE,238,193,,WR-P-E2-0001,1,450000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00324,22-09-2027 13:24,08-11-2021 00:00,PC_003,1,1
4615,,10000,01-02-2022,SEZ2,IGS,IGS,"RoHS PCB BOARD, IQ CONTROLLER",1000457,175,175,39,1,RM-MIC-0003,230000,54673,5,PURCHASES,,WR-P,RECEIVE,240,128,,WR-P-E2-0001,1,230000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,28-08-2023 18:03,08-11-2021 00:00,PC_004,1,1
4616,,10000,07-11-2022,SEZ2,IGS,IGS,"RoHS,SCM1G8Z41CD8SA-062E",121969,175,175,39,1,RM-MIC-0003,9890000,12345,5,PURCHASES,,WR-P,RECEIVE,134,134,,WR-P-E2-0001,1,9890000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00592,28-04-2026 17:31,25-03-2027 05:24,PC_002,1,1
4617,,10000,07-04-2021,SEZ3,TMG,TMG,OTCT-486*377*309MM-500PCS DIMM-Y,102565,175,175,39,1,RM-MIC-0003,3890000,12346,5,PURCHASES,,WR-P,RECEIVE,183,235,,WR-P-E2-0001,1,3890000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,24-03-2025 06:00,26-08-2023 08:28,PC_002,1,1
4618,,10000,04-06-2021,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,121571,250,250,39,1,RM-MIC-0003,1440000,12346,5,PURCHASES,,WR-P,RECEIVE,160,187,,WR-P-E2-0001,1,1440000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00561,13-09-2025 08:21,26-12-2026 19:23,PC_003,1,1
4619,,10000,28-08-2022,SEZ2,IGS,IGS,"RoHS,Security Tape",111742,200,200,39,1,RM-MIC-0003,4220000,12346,5,PURCHASES,,WR-P,RECEIVE,182,149,,WR-P-E2-0001,1,4220000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00660,11-07-2026 19:29,06-08-2025 00:00,PC_003,1,1
4620,,10000,09-01-2022,SEZ3,TMG,TMG,FUJI-FILTER 02,EII-CNS-OT-0025,200,200,39,1,RM-MIC-0003,7420000,12345,5,PURCHASES,,WR-P,RECEIVE,205,220,,WR-P-E2-0001,1,7420000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,23-12-2025 13:42,08-11-2021 00:00,PC_003,1,1
4621,,10000,03-12-2021,SEZ3,TMG,TMG,OTCT-325*193*227MM-200PCS SODIMM-Y,135677,175,175,39,1,RM-MIC-0003,1520000,12346,5,PURCHASES,,WR-P,RECEIVE,101,130,,WR-P-E2-0001,1,1520000,1,1,GRN-E2-00192,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,04-09-2026 05:27,08-11-2021 00:00,PC_003,1,1
4622,,10000,28-08-2021,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",119852,175,175,39,1,RM-MIC-0003,5530000,54673,5,PURCHASES,,WR-P,RECEIVE,140,138,,WR-P-E2-0001,1,5530000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00086,23-01-2026 14:42,08-11-2021 00:00,PC_004,1,1
4623,,10000,14-10-2022,SEZ2,IGS,IGS,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,111742,250,250,39,1,RM-MIC-0003,3630000,54673,5,PURCHASES,,WR-P,RECEIVE,161,150,,WR-P-E2-0001,1,3650000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00372,13-06-2025 11:17,25-03-2027 05:24,PC_005,1,1
4624,,10000,02-11-2022,SEZ2,IGS,IGS,_RARE_,1000457,200,200,39,1,RM-MIC-0003,1060000,54673,5,PURCHASES,,WR-P,RECEIVE,223,150,,WR-P-E2-0001,1,1060000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-01108,19-07-2025 07:13,28-01-2026 00:00,PC_005,1,1
4625,,10000,26-11-2021,SEZ3,TMG,TMG,"ROHS,Attention Tape",108259,0,0,39,1,RM-MIC-0003,1030000,54673,5,PURCHASES,,WR-P,RECEIVE,107,233,,WR-P-E2-0001,1,8030000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,15-03-2026 03:18,24-06-2026 21:33,PC_002,1,1
4626,,10000,01-11-2022,SEZ2,IGS,IGS,"RoHS CARTON,SINGLE OUTPUT  PSU",1000457,250,250,39,1,RM-MIC-0003,10450000,54673,5,PURCHASES,,WR-P,RECEIVE,213,173,,WR-P-E2-0001,1,10450000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00114,13-05-2027 17:30,06-08-2025 00:00,PC_003,1,1
4627,,10000,06-03-2021,SEZ2,IGS,IGS,FUJI-FILTER 02,138212,250,250,39,1,RM-MIC-0003,4480000,12346,5,PURCHASES,,WR-P,RECEIVE,112,182,,WR-P-E2-0001,1,7480000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00372,10-03-2025 15:13,08-11-2021 00:00,PC_003,1,1
4628,,10000,07-09-2021,SEZ3,TMG,TMG,"RoHS,DRAM-1",145209,250,250,39,1,RM-MIC-0003,9340000,12346,5,PURCHASES,,WR-P,RECEIVE,202,147,,WR-P-E2-0001,1,9340000,1,1,GRN-E2-00161,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,05-02-2027 06:12,26-08-2023 08:28,PC_002,1,1
4629,,10000,27-10-2022,SEZ2,IGS,IGS,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,105695,0,0,39,1,RM-MIC-0003,10000000,54673,5,PURCHASES,,WR-P,RECEIVE,114,164,,WR-P-E2-0001,1,10000000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00898,26-07-2025 07:02,22-02-2026 00:00,PC_003,1,1
4630,,10000,16-10-2022,SEZ2,IGS,IGS,"ROHS,Attention Tape",108259,0,0,39,1,RM-MIC-0003,1440000,54673,5,PURCHASES,,WR-P,RECEIVE,171,185,,WR-P-E2-0001,1,1440000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00820,05-09-2025 06:20,11-08-2023 18:29,PC_004,1,1
4631,,10000,30-01-2022,SEZ3,TMG,TMG,"ROHS,Attention Tape",138531,175,175,39,1,RM-MIC-0003,9120000,56749,5,PURCHASES,,WR-P,RECEIVE,240,204,,WR-P-E2-0001,1,9120000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00368,29-11-2025 13:24,25-03-2027 05:24,PC_003,1,1
4632,,10000,12-01-2022,SEZ2,IGS,IGS,"RoHS PCB BOARD, IQ CONTROLLER",119852,250,250,39,1,RM-MIC-0003,1200000,12346,5,PURCHASES,,WR-P,RECEIVE,155,158,,WR-P-E2-0001,1,1230000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00080,06-02-2027 07:39,09-06-2027 11:52,PC_003,1,1
4633,,10000,18-03-2022,SEZ2,IGS,IGS,"RoHS,Label, 4X6 inch",119852,200,200,39,1,RM-MIC-0003,2990000,12347,5,PURCHASES,,WR-P,RECEIVE,240,124,,WR-P-E2-0001,1,2990000,1,1,GRN-E2-00142,SHREERESHMI.M,,1,EA,,IDS-21E2-00028,01-08-2027 04:00,12-07-2026 00:00,PC_004,1,1
4634,,10000,10-10-2022,SEZ3,TMG,TMG,"RoHS,Security Tape",137963,0,0,39,1,RM-MIC-0003,4180000,12347,5,PURCHASES,,WR-P,RECEIVE,226,121,,WR-P-E2-0001,1,4170000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00336,05-04-2025 10:33,28-01-2026 00:00,PC_005,1,1
4635,,10000,25-10-2022,SEZ2,IGS,IGS,OTCT-377*192*309MM-200PCS DIMM-Y,119852,250,250,39,1,RM-MIC-0003,4270000,12347,5,PURCHASES,,WR-P,RECEIVE,132,182,,WR-P-E2-0001,1,4180000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,31-01-2025 05:32,06-08-2027 04:00,PC_005,1,1
4636,,10000,26-09-2021,SEZ3,TMG,TMG,STATIC SHIELDED BAGS OF SIZE 280x220,135722,0,0,39,1,RM-MIC-0003,10820000,12345,5,PURCHASES,,WR-P,RECEIVE,221,174,,WR-P-E2-0001,1,10820000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00054,03-07-2027 14:21,08-11-2021 00:00,PC_005,1,1
4637,,10000,15-07-2021,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",145340,250,250,39,1,RM-MIC-0003,8140000,56749,5,PURCHASES,,WR-P,RECEIVE,107,213,,WR-P-E2-0001,1,9140000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00948,24-01-2025 22:46,08-11-2021 00:00,PC_004,1,1
4638,,10000,20-02-2022,SEZ3,TMG,TMG,"RoHS,Label, 5 X 2 inch blank",123759,250,250,39,1,RM-MIC-0003,170000,54673,5,PURCHASES,,WR-P,RECEIVE,100,201,,WR-P-E2-0001,1,170000,1,1,GRN-E2-00413,SHREERESHMI.M,,1,EA,,IDS-21E2-00086,14-11-2025 16:48,27-10-2025 04:07,PC_004,1,1
4639,,10000,09-08-2022,SEZ2,IGS,IGS,OTCT-486*377*309MM-500PCS DIMM-Y,1000457,250,250,39,1,RM-MIC-0003,6230000,56749,5,PURCHASES,,WR-P,RECEIVE,123,138,,WR-P-E2-0001,1,6230000,1,1,GRN-E2-00165,SHREERESHMI.M,,1,EA,,IDS-21E2-00336,26-03-2026 20:41,24-07-2025 23:19,PC_004,1,1
4640,,10000,18-09-2021,SEZ2,IGS,IGS,"RoHS,Label, 5 X 2 inch blank",102565,0,0,39,1,RM-MIC-0003,6120000,56749,5,PURCHASES,,WR-P,RECEIVE,199,161,,WR-P-E2-0001,1,6110000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00562,12-10-2027 21:54,25-12-2025 09:05,PC_004,1,1
4641,,10000,22-02-2022,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",119852,0,0,39,1,RM-MIC-0003,9760000,12345,5,PURCHASES,,WR-P,RECEIVE,155,117,,WR-P-E2-0001,1,9860000,1,1,GRN-E2-00142,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,24-01-2026 05:43,25-09-2025 00:00,PC_002,1,1
4642,,10000,02-12-2022,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",119852,250,250,39,1,RM-MIC-0003,7520000,56749,5,PURCHASES,,WR-P,RECEIVE,231,138,,WR-P-E2-0001,1,7120000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00836,06-03-2026 03:09,08-11-2021 00:00,PC_005,1,1
4643,,10000,27-05-2021,SEZ2,IGS,IGS,"ROHS,Attention Tape",133133,200,200,39,1,RM-MIC-0003,10330000,54673,5,PURCHASES,,WR-P,RECEIVE,140,134,,WR-P-E2-0001,1,10390000,1,1,GRN-E2-00221,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,07-02-2025 15:59,30-09-2026 21:38,PC_002,1,1
4644,,10000,31-10-2021,SEZ3,TMG,TMG,OTCT-650*478*228MM-1000PCS SODIMM-Y,108259,250,250,39,1,RM-MIC-0003,5140000,12347,5,PURCHASES,,WR-P,RECEIVE,217,131,,WR-P-E2-0001,1,5140000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00576,13-08-2027 02:10,08-11-2021 00:00,PC_002,1,1
4645,,10000,11-09-2021,SEZ3,TMG,TMG,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",144121,0,0,39,1,RM-MIC-0003,5380000,54673,5,PURCHASES,,WR-P,RECEIVE,153,125,,WR-P-E2-0001,1,5380000,1,1,GRN-E2-00286,SHREERESHMI.M,,1,EA,,IDS-21E2-00880,02-05-2027 03:42,08-11-2021 00:00,PC_002,1,1
4646,,10000,21-08-2021,SEZ3,TMG,TMG,"RoHS,Label, 5 X 2 inch blank",114717,250,250,39,1,RM-MIC-0003,2890000,12345,5,PURCHASES,,WR-P,RECEIVE,153,231,,WR-P-E2-0001,1,2890000,1,1,GRN-E2-00163,SHREERESHMI.M,,1,EA,,IDS-21E2-00566,17-05-2027 14:43,27-10-2025 04:07,PC_004,1,1
4647,,10000,22-06-2021,SEZ3,TMG,TMG,FUJI-FILTER 02,120887,0,0,39,1,RM-MIC-0003,7710000,12347,5,PURCHASES,,WR-P,RECEIVE,192,129,,WR-P-E2-0001,1,7710000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,03-11-2025 07:58,30-06-2027 16:23,PC_003,1,1
4648,,10000,30-09-2022,SEZ3,TMG,TMG,"RoHS,SCM1G8Z41CD8SA-062E",138531,250,250,39,1,RM-MIC-0003,630000,56749,5,PURCHASES,,WR-P,RECEIVE,108,127,,WR-P-E2-0001,1,630000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,12-02-2027 17:54,08-11-2021 00:00,PC_005,1,1
4649,,10000,20-06-2022,SEZ3,TMG,TMG,OTCT-486*377*309MM-500PCS DIMM-Y,700536-3,250,250,39,1,RM-MIC-0003,3920000,12345,5,PURCHASES,,WR-P,RECEIVE,218,223,,WR-P-E2-0001,1,3920000,1,1,GRN-E2-00142,SHREERESHMI.M,,1,EA,,IDS-21E2-00596,25-07-2025 22:24,08-11-2021 00:00,PC_004,1,1
4650,,10000,05-06-2021,SEZ2,IGS,IGS,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",146860,0,0,39,1,RM-MIC-0003,7770000,54673,5,PURCHASES,,WR-P,RECEIVE,160,156,,WR-P-E2-0001,1,770000,1,1,GRN-E2-00167,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,10-08-2026 16:19,08-11-2021 00:00,PC_005,1,1
4651,,10000,03-10-2021,SEZ2,IGS,IGS,"RoHS,Security Tape",105581,250,250,39,1,RM-MIC-0003,7070000,12347,5,PURCHASES,,WR-P,RECEIVE,227,160,,WR-P-E2-0001,1,7070000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00083,25-07-2025 06:42,08-11-2021 00:00,PC_004,1,1
4652,,10000,11-04-2021,SEZ3,TMG,TMG,"RoHS,DRAM-1",119852,175,175,39,1,RM-MIC-0003,140000,12347,5,PURCHASES,,WR-P,RECEIVE,183,112,,WR-P-E2-0001,1,140000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,20-02-2025 17:55,08-11-2021 00:00,PC_002,1,1
4653,,10000,23-02-2022,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",111742,250,250,39,1,RM-MIC-0003,10910000,54673,5,PURCHASES,,WR-P,RECEIVE,139,162,,WR-P-E2-0001,1,10910000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,17-08-2026 09:51,24-07-2025 23:19,PC_002,1,1
4654,,10000,08-05-2021,SEZ3,TMG,TMG,"RoHS PCB BOARD, IQ CONTROLLER",137932,175,175,39,1,RM-MIC-0003,4400000,56749,5,PURCHASES,,WR-P,RECEIVE,174,212,,WR-P-E2-0001,1,4450000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00849,25-07-2025 20:48,25-03-2027 05:24,PC_005,1,1
4655,,10000,28-08-2021,SEZ2,IGS,IGS,STATIC SHIELDED BAGS OF SIZE 280x220,111071,200,200,39,1,RM-MIC-0003,9620000,56749,5,PURCHASES,,WR-P,RECEIVE,104,209,,WR-P-E2-0001,1,9620000,1,1,GRN-E2-00166,SHREERESHMI.M,,1,EA,,IDS-21E2-00840,23-09-2025 05:43,14-05-2026 00:03,PC_005,1,1
4656,,10000,14-10-2022,SEZ2,IGS,IGS,FUJI-FILTER 02,131174,200,200,39,1,RM-MIC-0003,8230000,12345,5,PURCHASES,,WR-P,RECEIVE,170,217,,WR-P-E2-0001,1,8230000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00576,12-11-2026 03:33,26-08-2023 08:28,PC_002,1,1
